,grid_num,lon,lat,total
287,4053,103.94447423,30.52817625,4
288,4054,103.95778304999999,30.52817625,1
289,4055,103.97109187,30.52817625,222
290,4056,103.98440069,30.52817625,75
291,4057,103.99770950999999,30.52817625,102
292,4059,104.02432715,30.52817625,18
293,4060,104.03763597,30.52817625,134
294,4061,104.05094478999999,30.52817625,1585
295,4062,104.06425361,30.52817625,849
296,4063,104.07756243,30.52817625,805
297,4064,104.09087124999999,30.52817625,234
298,4066,104.11748889,30.52817625,10
299,4067,104.13079771,30.52817625,5
300,4068,104.14410652999999,30.52817625,99
301,4069,104.15741535,30.52817625,11
302,4070,104.17072417,30.52817625,3
303,4071,104.18403298999999,30.52817625,5
304,4072,104.19734181,30.52817625,11
305,4073,104.21065063,30.52817625,6
306,4074,104.22395945,30.52817625,7
307,4075,104.23726826999999,30.52817625,41
308,4076,104.25057709,30.52817625,16
309,4124,103.55851845,30.53733875,1
310,4141,103.78476839,30.53733875,9
311,4147,103.86462130999999,30.53733875,1
312,4148,103.87793013,30.53733875,18
313,4149,103.89123895,30.53733875,10
314,4150,103.90454777,30.53733875,17
315,4151,103.91785658999999,30.53733875,38
316,4152,103.93116541,30.53733875,7
317,4153,103.94447423,30.53733875,10
318,4154,103.95778304999999,30.53733875,2
319,4155,103.97109187,30.53733875,260
320,4156,103.98440069,30.53733875,71
321,4157,103.99770950999999,30.53733875,114
322,4158,104.01101832999998,30.53733875,16
323,4159,104.02432715,30.53733875,6
324,4160,104.03763597,30.53733875,16
325,4161,104.05094478999999,30.53733875,821
326,4162,104.06425361,30.53733875,1430
327,4163,104.07756243,30.53733875,1090
328,4164,104.09087124999999,30.53733875,776
329,4165,104.10418007,30.53733875,43
330,4166,104.11748889,30.53733875,26
331,4167,104.13079771,30.53733875,8
332,4168,104.14410652999999,30.53733875,14
333,4169,104.15741535,30.53733875,4
334,4171,104.18403298999999,30.53733875,22
335,4172,104.19734181,30.53733875,20
336,4173,104.21065063,30.53733875,11
337,4174,104.22395945,30.53733875,6
338,4175,104.23726826999999,30.53733875,39
339,4176,104.25057709,30.53733875,94
340,4177,104.26388591,30.53733875,93
341,4240,103.77145956999999,30.54650125,7
342,4241,103.78476839,30.54650125,2
343,4242,103.79807721,30.54650125,3
344,4243,103.81138603,30.54650125,1
345,4245,103.83800367,30.54650125,2
346,4246,103.85131249,30.54650125,6
347,4247,103.86462130999999,30.54650125,6
348,4248,103.87793013,30.54650125,4
349,4249,103.89123895,30.54650125,6
350,4250,103.90454777,30.54650125,13
351,4251,103.91785658999999,30.54650125,26
352,4252,103.93116541,30.54650125,16
353,4253,103.94447423,30.54650125,49
354,4254,103.95778304999999,30.54650125,38
355,4255,103.97109187,30.54650125,51
356,4256,103.98440069,30.54650125,830
357,4257,103.99770950999999,30.54650125,525
358,4258,104.01101832999998,30.54650125,714
359,4259,104.02432715,30.54650125,46
360,4260,104.03763597,30.54650125,1368
361,4261,104.05094478999999,30.54650125,2950
362,4262,104.06425361,30.54650125,4928
363,4263,104.07756243,30.54650125,1600
364,4264,104.09087124999999,30.54650125,2411
365,4265,104.10418007,30.54650125,410
366,4266,104.11748889,30.54650125,105
367,4268,104.14410652999999,30.54650125,20
368,4269,104.15741535,30.54650125,1
369,4270,104.17072417,30.54650125,41
370,4271,104.18403298999999,30.54650125,43
371,4272,104.19734181,30.54650125,25
372,4273,104.21065063,30.54650125,7
373,4274,104.22395945,30.54650125,60
374,4275,104.23726826999999,30.54650125,24
375,4276,104.25057709,30.54650125,123
376,4277,104.26388591,30.54650125,159
377,4278,104.27719472999999,30.54650125,9
378,4279,104.29050355,30.54650125,1
379,4339,103.75815075,30.55566375,2
380,4342,103.79807721,30.55566375,1
381,4343,103.81138603,30.55566375,4
382,4346,103.85131249,30.55566375,1
383,4347,103.86462130999999,30.55566375,3
384,4348,103.87793013,30.55566375,11
385,4349,103.89123895,30.55566375,27
386,4350,103.90454777,30.55566375,307
387,4351,103.91785658999999,30.55566375,480
388,4352,103.93116541,30.55566375,484
389,4353,103.94447423,30.55566375,112
390,4354,103.95778304999999,30.55566375,107
391,4355,103.97109187,30.55566375,203
392,4356,103.98440069,30.55566375,747
393,4357,103.99770950999999,30.55566375,721
394,4358,104.01101832999998,30.55566375,500
395,4359,104.02432715,30.55566375,130
396,4360,104.03763597,30.55566375,2985
397,4361,104.05094478999999,30.55566375,5304
398,4362,104.06425361,30.55566375,3144
399,4363,104.07756243,30.55566375,2820
400,4364,104.09087124999999,30.55566375,2859
401,4365,104.10418007,30.55566375,229
402,4366,104.11748889,30.55566375,177
403,4368,104.14410652999999,30.55566375,233
404,4369,104.15741535,30.55566375,55
405,4370,104.17072417,30.55566375,22
406,4371,104.18403298999999,30.55566375,54
407,4372,104.19734181,30.55566375,99
408,4373,104.21065063,30.55566375,11
409,4374,104.22395945,30.55566375,5
410,4375,104.23726826999999,30.55566375,30
411,4376,104.25057709,30.55566375,19
412,4377,104.26388591,30.55566375,232
413,4378,104.27719472999999,30.55566375,154
414,4379,104.29050355,30.55566375,2
415,4402,103.26572440999999,30.56482625,2
416,4421,103.51859199,30.56482625,3
417,4422,103.53190081,30.56482625,5
418,4423,103.54520962999999,30.56482625,4
419,4439,103.75815075,30.56482625,1
420,4442,103.79807721,30.56482625,2
421,4443,103.81138603,30.56482625,12
422,4444,103.82469484999999,30.56482625,2
423,4446,103.85131249,30.56482625,2
424,4447,103.86462130999999,30.56482625,4
425,4448,103.87793013,30.56482625,4
426,4449,103.89123895,30.56482625,21
427,4450,103.90454777,30.56482625,299
428,4451,103.91785658999999,30.56482625,765
429,4452,103.93116541,30.56482625,898
430,4453,103.94447423,30.56482625,166
431,4454,103.95778304999999,30.56482625,10190
432,4455,103.97109187,30.56482625,1958
433,4456,103.98440069,30.56482625,2462
434,4457,103.99770950999999,30.56482625,1748
435,4458,104.01101832999998,30.56482625,1472
436,4459,104.02432715,30.56482625,812
437,4460,104.03763597,30.56482625,187
438,4461,104.05094478999999,30.56482625,618
439,4462,104.06425361,30.56482625,2058
440,4463,104.07756243,30.56482625,833
441,4464,104.09087124999999,30.56482625,1043
442,4465,104.10418007,30.56482625,633
443,4466,104.11748889,30.56482625,59
444,4467,104.13079771,30.56482625,53
445,4468,104.14410652999999,30.56482625,114
446,4469,104.15741535,30.56482625,150
447,4470,104.17072417,30.56482625,633
448,4471,104.18403298999999,30.56482625,669
449,4472,104.19734181,30.56482625,611
450,4473,104.21065063,30.56482625,63
451,4474,104.22395945,30.56482625,19
452,4475,104.23726826999999,30.56482625,87
453,4476,104.25057709,30.56482625,224
454,4477,104.26388591,30.56482625,291
455,4478,104.27719472999999,30.56482625,199
456,4479,104.29050355,30.56482625,46
457,4520,103.50528316999998,30.573988749999998,2
458,4521,103.51859199,30.573988749999998,5
459,4522,103.53190081,30.573988749999998,8
460,4529,103.62506255,30.573988749999998,1
461,4543,103.81138603,30.573988749999998,12
462,4544,103.82469484999999,30.573988749999998,38
463,4545,103.83800367,30.573988749999998,7
464,4546,103.85131249,30.573988749999998,9
465,4548,103.87793013,30.573988749999998,11
466,4549,103.89123895,30.573988749999998,67
467,4550,103.90454777,30.573988749999998,320
468,4551,103.91785658999999,30.573988749999998,1127
469,4552,103.93116541,30.573988749999998,1029
470,4553,103.94447423,30.573988749999998,30
471,4554,103.95778304999999,30.573988749999998,6987
472,4555,103.97109187,30.573988749999998,556
473,4556,103.98440069,30.573988749999998,3691
474,4557,103.99770950999999,30.573988749999998,2525
475,4558,104.01101832999998,30.573988749999998,3562
476,4559,104.02432715,30.573988749999998,610
477,4560,104.03763597,30.573988749999998,615
478,4561,104.05094478999999,30.573988749999998,2525
479,4562,104.06425361,30.573988749999998,5076
480,4563,104.07756243,30.573988749999998,362
481,4564,104.09087124999999,30.573988749999998,95
482,4565,104.10418007,30.573988749999998,38
483,4566,104.11748889,30.573988749999998,17
484,4567,104.13079771,30.573988749999998,318
485,4568,104.14410652999999,30.573988749999998,275
486,4569,104.15741535,30.573988749999998,270
487,4570,104.17072417,30.573988749999998,413
488,4571,104.18403298999999,30.573988749999998,661
489,4572,104.19734181,30.573988749999998,1385
490,4573,104.21065063,30.573988749999998,738
491,4574,104.22395945,30.573988749999998,190
492,4575,104.23726826999999,30.573988749999998,521
493,4576,104.25057709,30.573988749999998,102
494,4577,104.26388591,30.573988749999998,146
495,4578,104.27719472999999,30.573988749999998,171
496,4579,104.29050355,30.573988749999998,16
497,4580,104.30381237,30.573988749999998,3
498,4621,103.51859199,30.58315125,9
499,4622,103.53190081,30.58315125,8
500,4623,103.54520962999999,30.58315125,2
501,4635,103.70491547,30.58315125,3
502,4637,103.73153310999999,30.58315125,4
503,4640,103.77145956999999,30.58315125,2
504,4641,103.78476839,30.58315125,1
505,4643,103.81138603,30.58315125,1
506,4645,103.83800367,30.58315125,9
507,4646,103.85131249,30.58315125,2
508,4647,103.86462130999999,30.58315125,24
509,4648,103.87793013,30.58315125,198
510,4649,103.89123895,30.58315125,97
511,4650,103.90454777,30.58315125,110
512,4651,103.91785658999999,30.58315125,544
513,4652,103.93116541,30.58315125,333
514,4653,103.94447423,30.58315125,156
515,4654,103.95778304999999,30.58315125,1185
516,4655,103.97109187,30.58315125,465
517,4656,103.98440069,30.58315125,1279
518,4657,103.99770950999999,30.58315125,396
519,4658,104.01101832999998,30.58315125,568
520,4659,104.02432715,30.58315125,1375
521,4660,104.03763597,30.58315125,5083
522,4661,104.05094478999999,30.58315125,4266
523,4662,104.06425361,30.58315125,4272
524,4663,104.07756243,30.58315125,885
525,4664,104.09087124999999,30.58315125,1280
526,4665,104.10418007,30.58315125,253
527,4666,104.11748889,30.58315125,594
528,4667,104.13079771,30.58315125,850
529,4668,104.14410652999999,30.58315125,445
530,4669,104.15741535,30.58315125,1056
531,4670,104.17072417,30.58315125,78
532,4671,104.18403298999999,30.58315125,251
533,4672,104.19734181,30.58315125,413
534,4673,104.21065063,30.58315125,122
535,4674,104.22395945,30.58315125,10
536,4675,104.23726826999999,30.58315125,10
537,4676,104.25057709,30.58315125,2
538,4677,104.26388591,30.58315125,6
539,4678,104.27719472999999,30.58315125,26
540,4679,104.29050355,30.58315125,21
541,4680,104.30381237,30.58315125,21
542,4721,103.51859199,30.592313750000002,1
543,4722,103.53190081,30.592313750000002,1
544,4735,103.70491547,30.592313750000002,4
545,4736,103.71822429,30.592313750000002,2
546,4741,103.78476839,30.592313750000002,2
547,4746,103.85131249,30.592313750000002,1
548,4747,103.86462130999999,30.592313750000002,18
549,4748,103.87793013,30.592313750000002,37
550,4749,103.89123895,30.592313750000002,39
551,4750,103.90454777,30.592313750000002,170
552,4751,103.91785658999999,30.592313750000002,936
553,4752,103.93116541,30.592313750000002,448
554,4753,103.94447423,30.592313750000002,1142
555,4754,103.95778304999999,30.592313750000002,187
556,4755,103.97109187,30.592313750000002,357
557,4756,103.98440069,30.592313750000002,365
558,4757,103.99770950999999,30.592313750000002,467
559,4758,104.01101832999998,30.592313750000002,117
560,4759,104.02432715,30.592313750000002,640
561,4760,104.03763597,30.592313750000002,2072
562,4761,104.05094478999999,30.592313750000002,5827
563,4762,104.06425361,30.592313750000002,7881
564,4763,104.07756243,30.592313750000002,8012
565,4764,104.09087124999999,30.592313750000002,3841
566,4765,104.10418007,30.592313750000002,2863
567,4766,104.11748889,30.592313750000002,2468
568,4767,104.13079771,30.592313750000002,1416
569,4768,104.14410652999999,30.592313750000002,5779
570,4769,104.15741535,30.592313750000002,486
571,4770,104.17072417,30.592313750000002,449
572,4771,104.18403298999999,30.592313750000002,44
573,4772,104.19734181,30.592313750000002,45
574,4773,104.21065063,30.592313750000002,14
575,4774,104.22395945,30.592313750000002,3
576,4776,104.25057709,30.592313750000002,1
577,4778,104.27719472999999,30.592313750000002,2
578,4780,104.30381237,30.592313750000002,117
579,4781,104.31712119,30.592313750000002,2
580,4818,103.47866553,30.601476249999997,1
581,4823,103.54520962999999,30.601476249999997,4
582,4828,103.61175373,30.601476249999997,1
583,4829,103.62506255,30.601476249999997,1
584,4832,103.66498901,30.601476249999997,3
585,4834,103.69160665,30.601476249999997,1
586,4835,103.70491547,30.601476249999997,1
587,4836,103.71822429,30.601476249999997,1
588,4844,103.82469484999999,30.601476249999997,1
589,4846,103.85131249,30.601476249999997,5
590,4847,103.86462130999999,30.601476249999997,4
591,4848,103.87793013,30.601476249999997,19
592,4849,103.89123895,30.601476249999997,31
593,4850,103.90454777,30.601476249999997,483
594,4851,103.91785658999999,30.601476249999997,808
595,4852,103.93116541,30.601476249999997,621
596,4853,103.94447423,30.601476249999997,969
597,4854,103.95778304999999,30.601476249999997,119
598,4855,103.97109187,30.601476249999997,450
599,4856,103.98440069,30.601476249999997,2802
600,4857,103.99770950999999,30.601476249999997,2948
601,4858,104.01101832999998,30.601476249999997,478
602,4859,104.02432715,30.601476249999997,1091
603,4860,104.03763597,30.601476249999997,3871
604,4861,104.05094478999999,30.601476249999997,3603
605,4862,104.06425361,30.601476249999997,11188
606,4863,104.07756243,30.601476249999997,9072
607,4864,104.09087124999999,30.601476249999997,5238
608,4865,104.10418007,30.601476249999997,6842
609,4866,104.11748889,30.601476249999997,2798
610,4867,104.13079771,30.601476249999997,7924
611,4868,104.14410652999999,30.601476249999997,6712
612,4869,104.15741535,30.601476249999997,1254
613,4870,104.17072417,30.601476249999997,213
614,4871,104.18403298999999,30.601476249999997,2
615,4872,104.19734181,30.601476249999997,1
616,4880,104.30381237,30.601476249999997,274
617,4881,104.31712119,30.601476249999997,106
618,4882,104.33043000999999,30.601476249999997,1
619,4894,104.49013585,30.601476249999997,1
620,4923,103.54520962999999,30.61063875,2
621,4932,103.66498901,30.61063875,2
622,4933,103.67829782999999,30.61063875,4
623,4934,103.69160665,30.61063875,3
624,4935,103.70491547,30.61063875,5
625,4936,103.71822429,30.61063875,2
626,4946,103.85131249,30.61063875,1
627,4947,103.86462130999999,30.61063875,13
628,4948,103.87793013,30.61063875,4
629,4949,103.89123895,30.61063875,99
630,4950,103.90454777,30.61063875,670
631,4951,103.91785658999999,30.61063875,710
632,4952,103.93116541,30.61063875,131
633,4953,103.94447423,30.61063875,149
634,4954,103.95778304999999,30.61063875,554
635,4955,103.97109187,30.61063875,1428
636,4956,103.98440069,30.61063875,3273
637,4957,103.99770950999999,30.61063875,2442
638,4958,104.01101832999998,30.61063875,1849
639,4959,104.02432715,30.61063875,985
640,4960,104.03763597,30.61063875,5920
641,4961,104.05094478999999,30.61063875,8062
642,4962,104.06425361,30.61063875,12954
643,4963,104.07756243,30.61063875,17898
644,4964,104.09087124999999,30.61063875,8400
645,4965,104.10418007,30.61063875,5684
646,4966,104.11748889,30.61063875,7748
647,4967,104.13079771,30.61063875,5334
648,4968,104.14410652999999,30.61063875,4902
649,4969,104.15741535,30.61063875,1051
650,4970,104.17072417,30.61063875,2057
651,4971,104.18403298999999,30.61063875,5
652,4973,104.21065063,30.61063875,1
653,4976,104.25057709,30.61063875,1
654,4978,104.27719472999999,30.61063875,2
655,4979,104.29050355,30.61063875,14
656,4980,104.30381237,30.61063875,73
657,4981,104.31712119,30.61063875,60
658,4993,104.47682703,30.61063875,2
659,4994,104.49013585,30.61063875,1
660,5032,103.66498901,30.619801250000002,25
661,5033,103.67829782999999,30.619801250000002,16
662,5034,103.69160665,30.619801250000002,4
663,5035,103.70491547,30.619801250000002,1
664,5036,103.71822429,30.619801250000002,1
665,5041,103.78476839,30.619801250000002,1
666,5046,103.85131249,30.619801250000002,1
667,5047,103.86462130999999,30.619801250000002,4
668,5048,103.87793013,30.619801250000002,9
669,5049,103.89123895,30.619801250000002,54
670,5050,103.90454777,30.619801250000002,235
671,5051,103.91785658999999,30.619801250000002,573
672,5052,103.93116541,30.619801250000002,204
673,5053,103.94447423,30.619801250000002,71
674,5054,103.95778304999999,30.619801250000002,429
675,5055,103.97109187,30.619801250000002,1555
676,5056,103.98440069,30.619801250000002,3630
677,5057,103.99770950999999,30.619801250000002,1923
678,5058,104.01101832999998,30.619801250000002,2092
679,5059,104.02432715,30.619801250000002,2987
680,5060,104.03763597,30.619801250000002,9732
681,5061,104.05094478999999,30.619801250000002,16874
